mae,mse,rmse,r2,training_seconds,cv_rmse_mean,cv_rmse_std,model
3973.926935769452,38440682.57046685,6200.055045761033,0.7918940618946703,17.305150270462036,6306.060297345401,33.25190949700953,random_forest
4146.60595703125,40569124.0,6369.389609687886,0.780371367931366,2.5367844104766846,6393.118489583333,46.41995213761666,xgboost
4922.753683242159,54074992.82301376,7353.570073305466,0.7072547531162223,91.71246004104614,7331.463730097577,47.82370896053532,gradient_boosting
5832.008814044899,71714559.78385527,8468.444944844081,0.6117596061861837,2.1655404567718506,8383.518562614096,45.59306528286302,linear_regression
5831.978892728459,71714920.9587174,8468.466269562476,0.6117576508974512,1.676844596862793,8383.492819420122,45.59176592916751,ridge
5831.293518261518,71752779.2196444,8470.70122360861,0.6115526980095619,25.071794033050537,8384.14384048945,46.25685434248579,lasso
