feature,importance
odometer,2841.616246435097
cylinders,2713.174122971622
vehicle_age,2151.723815408847
drive,2033.9688561495611
fuel,1941.119228123333
year,1877.9200027462612
manufacturer,953.8675459715071
type,671.9998001099805
model,267.6603238061234
condition,193.64968355682248
transmission,186.51822463964544
title_status,102.4185778086232
paint_color,53.46846545857716
state,37.24472391646323
